;Name;MovieType;Director;Duration;Year;Country;Worldwide;Scenarist;Month;Season;Top_Director
242;The Ring;Gizem;Gore Verbinski;115;2002;Multi Nation;$249,348,933;"Ehren Kruger
                                        ";?ubat;winter;0
243;Danny The Dog;Aksiyon;Louis Leterrier;103;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
244;Yah?i Bat?;Komedi;Ömer Faruk Sorak;115;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
245;Pearl Harbor;Dram;Michael Bay;183;2001;ABD;$449,220,945;Randall Wallace;Haziran;summer;0
246;Cars;Animasyon;"John Lasseter
                                        ,                                                                                                                     Joe Ranft";117;2006;ABD;$461,983,149;"John Lasseter
                                        ";Eylül;autumn;#YOK
247;Scary Movie 3;Komedi;David Zucker;84;2003;ABD;$220,673,217;"Craig Mazin
                                        ";?ubat;winter;0
248;Vizontele;Dram;"Y?lmaz Erdo?an
                                        ,                                                                                                                     Ömer Faruk Sorak";110;2001;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
250;Terminator: Salvation;Bilim Kurgu;McG;115;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
251;The Expendables 2;Aksiyon;Simon West;103;2012;Multi Nation;$314,975,955;"Sylvester Stallone
                                        ";A?ustos;summer;0
252;Fast and Furious 6;Aksiyon;Justin Lin;131;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
254;2 Fast 2 Furious;Aksiyon;John Singleton;108;2003;Multi Nation;$236,350,661;"Michael Brandt
                                        ";Temmuz;summer;0
255;The Incredible Hulk;Bilim Kurgu;Louis Leterrier;113;2008;ABD;$264,770,996;Zak Penn;Haziran;summer;0
256;The Bourne Identity;Aksiyon;Doug Liman;119;2002;Multi Nation;$214,034,224;"Tony Gilroy
                                        ";Eylül;autumn;0
258;Oldeuboi;Aksiyon;Park Chan-wook;120;2003;Güney Kore;#YOK;#YOK;#YOK;#YOK;0
259;Live Free or Die Hard;Aksiyon;Len Wiseman;128;2007;Multi Nation;$388,156,011;"Mark Bomback
                                        ";Haziran;summer;0
260;Saw 3D: The Final Chapter;Korku;Kevin Greutert;90;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
261;Clash of the Titans;Aksiyon;Louis Leterrier;106;2010;ABD;$493,214,993;"Phil Hay
                                        ";Nisan;spring;0
262;Never Back Down;Aksiyon;Jeff Wadlow;115;2008;ABD;$41,627,431;Chris Hauty;May?s;spring;0
263;Shrek 2;Animasyon;"Andrew Adamson
                                        ,                                                                                                                     Kelly Asbury
                                        ,                                                                                                                     Conrad Vernon";93;2004;ABD;$928,760,770;"J. David Stem
                                        ";A?ustos;summer;#DE?ER!
264;Green Street Hooligans;Dram;Lexi Alexander;109;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
265;Interstellar;Bilim Kurgu;Christopher Nolan;169;2014;Multi Nation;$681,070,397;"Jonathan Nolan
                                        ";Kas?m;autumn;1
266;G.I. Joe: The Rise of Cobra;Bilim Kurgu;Stephen Sommers;118;2009;ABD;$302,469,017;"Stuart Beattie
                                        ";A?ustos;summer;0
267;The Mist;Bilim Kurgu;Frank Darabont;126;2007;ABD;$57,470,220;"Stephen King
                                        ";?ubat;winter;0
269;X2;Bilim Kurgu;Bryan Singer;133;2003;ABD;$407,711,549;"Bryan Singer
                                        ";May?s;spring;0
270;Fantastic Four 2: Rise of the Silver Surfer;Aksiyon;Tim Story;92;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
271;Step Up;Dram;Anne Fletcher;104;2006;ABD;$114,194,847;"Duane Adler
                                        ";Eylül;autumn;0
272;28 Weeks Later;Bilim Kurgu;Juan Carlos Fresnadillo;100;2007;Multi Nation;$65,048,678;"Juan Carlos Fresnadillo
                                        ";Temmuz;summer;0
273;Underworld Evolution;Aksiyon;Len Wiseman;106;2006;ABD;#YOK;#YOK;#YOK;#YOK;0
275;X-Men: First Class;Bilim Kurgu;Matthew Vaughn;132;2011;ABD;$352,616,690;"Bryan Singer
                                        ";Haziran;summer;0
276;Finding Nemo;Animasyon;"Andrew Stanton
                                        ,                                                                                                                     Lee Unkrich";100;2003;ABD;$871,014,978;"Andrew Stanton
                                        ";Nisan;spring;#YOK
278;Captain America: The First Avenger;Bilim Kurgu;Joe Johnston;126;2011;ABD;$370,569,774;"Christopher Markus
                                        ";Eylül;autumn;0
281;King Kong;Aksiyon;Peter Jackson;187;2005;Multi Nation;$556,906,378;"Fran Walsh
                                        ";Aral?k;winter;1
282;3:10 To Yuma;Western;James Mangold;122;2007;ABD;$70,016,220;"Halsted Welles
                                        ";Kas?m;autumn;0
283;Transporter 2;Aksiyon;Louis Leterrier;87;2005;Multi Nation;$89,083,229;"Luc Besson
                                        ";Ekim;autumn;0
284;The Forbidden Kingdom;Aksiyon;Rob Minkoff;104;2008;Multi Nation;$128,779,982;John Fusco;May?s;spring;0
285;Shrek the Third;Animasyon;"Raman Hui
                                        ,                                                                                                                     Chris Miller";93;2007;ABD;$813,367,380;"Chris Miller
                                        ";Haziran;summer;#YOK
286;Organize ??ler;Komedi;Y?lmaz Erdo?an;106;2005;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
289;Knight and Day;Aksiyon;James Mangold;109;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
290;Scary Movie 2;Komedi;Keenen Ivory Wayans;83;2001;Multi Nation;$141,220,678;"Marlon Wayans
                                        ";Kas?m;autumn;0
291;In Time;Bilim Kurgu;Andrew Niccol;109;2011;ABD;$173,930,596;Andrew Niccol;Ekim;autumn;0
292;Secret Window;Gerilim;David Koepp;96;2004;ABD;$92,913,171;David Koepp;Haziran;summer;0
293;Stardust;Aile;Matthew Vaughn;127;2007;Multi Nation;$137,515,140;Jane Goldman;Ekim;autumn;0
294;The Holiday;Komedi;Nancy Meyers;136;2006;ABD;$205,841,885;Nancy Meyers;Aral?k;winter;0
295;Changeling;Dram;Clint Eastwood;141;2008;ABD;$113,398,237;J. Michael Straczynski;Ocak;winter;1
296;El maquinista;Dram;Brad Anderson;101;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
297;War;Aksiyon;Philip G. Atwell;103;2007;Multi Nation;$40,481,352;"Lee Anthony Smith
                                        ";A?ustos;summer;0
298;National Treasure: Book of Secrets;Aksiyon;Jon Turteltaub;124;2007;ABD;$459,242,249;"Ted Elliott
                                        ";Ocak;winter;0
299;The Proposal;Dram;Anne Fletcher;108;2009;ABD;$317,375,031;Pete Chiarelli;Haziran;summer;0
300;Mirrors;Gizem;Alexandre Aja;111;2008;Multi Nation;$78,094,714;Alexandre Aja;A?ustos;summer;0
301;Sherlock Holmes;Aksiyon;Guy Ritchie;129;2009;Multi Nation;$524,028,679;"Anthony Peckham
                                        ";Ocak;winter;0
302;Robin Hood;Aksiyon;Ridley Scott;140;2010;Multi Nation;$321,669,741;Brian Helgeland;May?s;spring;1
303;The Chronicles Of Narnia: The Voyage Of The Dawn Treader;Aile;Michael Apted;113;2010;Multi Nation;$415,686,217;"Christopher Markus
                                        ";Aral?k;winter;0
304;Pardon;Dram;Mert Baykal;99;2005;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
305;National Treasure;Aksiyon;Jon Turteltaub;131;2004;ABD;$347,512,318;"Jim Kouf
                                        ";Aral?k;winter;0
306;House Of Wax;Gerilim;Jaume Collet-Serra;113;2005;ABD;$68,766,121;"Chad Hayes
                                        ";Temmuz;summer;0
307;Resident Evil: Retribution;Bilim Kurgu;Paul W.S. Anderson;95;2012;Multi Nation;$240,159,255;Paul W.S. Anderson;Eylül;autumn;0
308;Django Unchained;Dram;Quentin Tarantino;165;2012;ABD;$425,368,238;Quentin Tarantino;?ubat;winter;1
309;Lucky Number Slevin;Dram;Paul McGuigan;110;2006;Multi Nation;$56,308,881;Jason Smilovic;Nisan;spring;0
310;Kutsal Damacana;Fantastik;"Kamil Ayd?n
                                        ,                                                                                                                     Ahmet Y?lmaz";105;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
311;Beyaz Melek;Dram;Mahsun K?rm?z?gül;100;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
312;A.I. Artificial Intelligence;Bilim Kurgu;Steven Spielberg;146;2001;ABD;$235,926,552;"Brian Aldiss
                                        ";Ekim;autumn;1
313;Fantastic Four;Bilim Kurgu;Tim Story;106;2005;Multi Nation;$333,535,934;"Stan Lee
                                        ";A?ustos;summer;0
314;Gone in Sixty Seconds;Aksiyon;Dominic Sena;118;2000;ABD;#YOK;#YOK;#YOK;#YOK;0
315;Underworld: Rise of the Lycans;Aksiyon;Patrick Tatopoulos;92;2009;ABD;$92,158,961;"Dirk Blackman
                                        ";Mart;spring;0
316;I Am Number Four;Bilim Kurgu;D.J. Caruso;109;2011;ABD;$149,878,437;"Alfred Gough
                                        ";Mart;spring;0
317;Eyyvah Eyvah 2;Komedi;Hakan Algül;106;2011;Türkiye;$24,792,348;#YOK;#YOK;#YOK;#YOK
318;The Twilight Saga: Breaking Dawn Part 2;Dram;Bill Condon;115;2012;ABD;#YOK;#YOK;#YOK;#YOK;0
319;A?k Tutulmas?;Komedi;Murat ?eker;99;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
321;The Reader;Dram;Stephen Daldry;124;2008;Multi Nation;$108,902,486;David Hare;Nisan;spring;0
322;Shooter;Aksiyon;Antoine Fuqua;124;2007;ABD;$95,696,996;"Jonathan Lemkin
                                        ";May?s;spring;0
324;The Bourne Supremacy;Aksiyon;Paul Greengrass;108;2004;Multi Nation;$290,633,422;Tony Gilroy;Temmuz;summer;0
325;Donnie Darko;Dram;Richard Kelly;114;2001;ABD;#YOK;#YOK;#YOK;#YOK;0
326;Ice Age: Continental Drift;Animasyon;"Steve Martino
                                        ,                                                                                                                     Mike Thurmeier";88;2012;ABD;$877,244,782;"Michael Berg
                                        ";Haziran;summer;#YOK
327;Rush Hour 3;Aksiyon;Brett Ratner;91;2007;ABD;$258,097,122;"Jeff Nathanson
                                        ";Ekim;autumn;0
328;Night At The Museum 2: Escape From The Smithsonian;Aile;Shawn Levy;105;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
331;Kung Fu Panda;Animasyon;"Mark Osborne
                                        ,                                                                                                                     John Stevenson";92;2008;ABD;$631,744,560;"Ethan Reiff
                                        ";Temmuz;summer;#YOK
332;Life of Pi;Dram;Ang Lee;127;2012;Multi Nation;$609,016,565;David Magee;Aral?k;winter;0
333;He's Just Not That Into You;Dram;Ken Kwapis;129;2009;ABD;$178,866,158;"Abby Kohn
                                        ";Nisan;spring;0
334;Real Steel;Bilim Kurgu;Shawn Levy;127;2011;Multi Nation;$299,268,508;"Jeremy Leven
                                        ";Ekim;autumn;0
335;Toy Story 3;Animasyon;Lee Unkrich;103;2010;ABD;$1,066,969,703;"John Lasseter
                                        ";Temmuz;summer;0
336;Avatar: The Last Airbender;Aksiyon;M. Night Shyamalan;103;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
337;Enemy At The Gates;Dram;Jean-Jacques Annaud;131;2001;Multi Nation;$96,976,270;"Jean-Jacques Annaud
                                        ";Nisan;spring;0
338;The Uninvited;Korku;"Charles Guard
                                        ,                                                                                                                     Thomas Guard";87;2009;ABD;$41,633,384;"Craig Rosenberg
                                        ";May?s;spring;#YOK
339;The Intouchables;Dram;"Olivier Nakache
                                        ,                                                                                                                     Éric Toledano";112;2011;Fransa;$426,588,510;"Éric Toledano
                                        ";May?s;spring;#YOK
341;What Happens In Vegas;Komedi;Tom Vaughan;99;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
342;The Hobbit: The Battle of The Five Armies;Aksiyon;Peter Jackson;144;2014;ABD;$956,019,788;"Fran Walsh
                                        ";Aral?k;winter;1
343;Now You See Me;Gerilim;Louis Leterrier;115;2013;ABD;$351,723,989;"Ed Solomon
                                        ";May?s;spring;0
344;Identity;Gerilim;James Mangold;90;2003;ABD;$90,259,536;Michael Cooney;A?ustos;summer;0
345;30 Days Of Night;Gerilim;David Slade;113;2007;ABD;$75,513,170;"Stuart Beattie
                                        ";Kas?m;autumn;0
346;Recep ?vedik 2;Komedi;Togan Gökbakar;95;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
348;The Smurfs;Animasyon;Raja Gosnell;103;2011;ABD;$563,749,323;"Jay Scherick
                                        ";A?ustos;summer;0
349;Madagascar;Animasyon;"Eric Darnell
                                        ,                                                                                                                     Tom McGrath";85;2005;ABD;$542,063,846;"Mark Burton
                                        ";Haziran;summer;#YOK
350;Crank: High Voltage;Aksiyon;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";96;2009;ABD;$34,572,541;"Brian Taylor
                                        ";May?s;spring;#YOK
351;Devrim Arabalar?;Dram;Tolga Örnek;115;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
352;Romantik Komedi: A?k Tad?nda;Komedi;Ketche;95;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
353;Atonement;Dram;Joe Wright;123;2007;Multi Nation;$131,016,624;Christopher Hampton;Ekim;autumn;0
354;Ghost Rider: Spirit of Vengeance;Aksiyon;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";96;2011;ABD;$132,563,930;"David S. Goyer
                                        ";?ubat;winter;#YOK
355;Due Date;Dram;Todd Phillips;95;2010;ABD;$211,780,824;"Alan R. Cohen
                                        ";Kas?m;autumn;0
356;Eagle Eye;Aksiyon;D.J. Caruso;118;2008;Multi Nation;$178,767,383;"Eli Attie
                                        ";Ekim;autumn;0
359;Ocean's Twelve;Gerilim;Steven Soderbergh;125;2004;ABD;$362,744,280;"George Nolfi
                                        ";?ubat;winter;0
360;Lemony Snicket's A Series Of Unfortunate Events;Aile;Brad Silberling;108;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
361;The King's Speech;Dram;Tom Hooper;118;2010;Multi Nation;$423,999,102;David Seidler;?ubat;winter;0
362;Barda;Dram;Serdar Akar;95;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
363;New York'ta 5 Minare;Dram;Mahsun K?rm?z?gül;110;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
364;Definitely, Maybe;Komedi;Adam Brooks;112;2008;Multi Nation;$55,990,299;Adam Brooks;Nisan;spring;0
365;Hokkabaz;Dram;"Ali Taner Baltac?
                                        ,                                                                                                                     Cem Y?lmaz";118;2006;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
366;Gamer;Bilim Kurgu;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";95;2009;ABD;$40,828,540;"Brian Taylor
                                        ";Ekim;autumn;#YOK
367;Rush Hour 2;Aksiyon;Brett Ratner;90;2001;ABD;$347,325,802;"Jeff Nathanson
                                        ";Ekim;autumn;0
368;Cidade De Deus;Dram;"Fernando Meirelles
                                        ,                                                                                                                     Kátia Lund";130;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
369;Hitman;Aksiyon;Xavier Gens;100;2007;Multi Nation;$101,276,318;Skip Woods;Aral?k;winter;0
370;The Island;Bilim Kurgu;Michael Bay;136;2005;ABD;$162,949,164;"Alex Kurtzman
                                        ";Eylül;autumn;0
372;Güne?i Gördüm;Dram;Mahsun K?rm?z?gül;114;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
373;The Hobbit: The Desolation of Smaug;Aksiyon;Peter Jackson;161;2013;ABD;$958,366,855;"Fran Walsh
                                        ";Aral?k;winter;1
375;10.000 B.C.;Aksiyon;Roland Emmerich;109;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
377;Just Like Heaven;Dram;Mark Waters;95;2005;ABD;$102,854,431;"Leslie Dixon
                                        ";Kas?m;autumn;0
